owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
mattzcarey,mcp-thinking,51,0,"This MCP thinking server, developed by Matt Carey, extracts the reasoning chain from the Deepseek R1 model and makes it available to Claude Desktop and other MCP clients. Built with TypeScript and leveraging the Model Context Protocol SDK, it provides a bridge between Deepseek's API and MCP-compatible applications. The implementation focuses on exposing Deepseek R1's step-by-step reasoning capabilities through a standardized interface. It's particularly useful for developers and researchers looking to incorporate Deepseek's advanced reasoning into their workflows, enabling use cases like complex problem-solving, decision analysis, and explainable AI without directly interacting with Deepseek's API.",MINIMAL,0.65,1.0,4.9,-1.47,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,837,4,4,3.5,error_handling; license; project_info,No,Yes,,
mobilehackinglab,jadx-mcp-plugin,51,0,"The jadx-mcp-plugin is a powerful extension for the popular Jadx decompiler that exposes the internal decompiled code structure through the Model Context Protocol (MCP) — a structured API designed to facilitate programmatic access and interaction with the decompiled codebase.

This plugin transforms Jadx into an AI-friendly analysis environment, making it easier to:

Navigate code programmatically: AI tools and scripts can query classes, methods, and fields using structured requests, removing the need for brittle regex-based parsing.

Automate analysis tasks: Streamline repetitive reverse engineering workflows by integrating AI agents or scripts that can reason over the code and metadata.

Power intelligent reverse engineering: Combine with LLMs or AI frameworks to build automated code summarizers, vulnerability scanners, or Android deobfuscators.

🧠 Use Case in AI Reverse Engineering AI models, such as Claude, GPT-40 or domain-specific agents, can use the MCP API to:

Extract call graphs or class hierarchies for architectural analysis.

Auto-document code by interpreting class roles and method behaviors.

Search and highlight suspicious patterns (e.g., dynamic loading, reflection).

🧠 𝗡𝗼𝘄 𝘆𝗼𝘂 𝗰𝗮𝗻 𝗮𝘀𝗸 𝗖𝗹𝗮𝘂𝗱𝗲 𝘁𝗵𝗶𝗻𝗴𝘀 𝗹𝗶𝗸𝗲:
- ""𝑆𝑒𝑎𝑟𝑐ℎ 𝑎𝑙𝑙 𝐽𝑎𝑣𝑎 𝐶𝑙𝑎𝑠𝑠𝑒𝑠 𝑡ℎ𝑎𝑡 ℎ𝑎𝑛𝑑𝑙𝑒 𝑢𝑠𝑒𝑟 𝑐𝑜𝑛𝑡𝑟𝑜𝑙𝑙𝑒𝑑 𝑖𝑛𝑝𝑢𝑡 𝑡ℎ𝑎𝑡 𝑙𝑒𝑎𝑑 𝑡𝑜 𝑝𝑎𝑡ℎ 𝑡𝑟𝑎𝑣𝑒𝑟𝑠𝑎𝑙 𝑖𝑠𝑠𝑢𝑒𝑠""

- ""𝑆𝑒𝑎𝑟𝑐ℎ 𝑎𝑙𝑙 𝐽𝑎𝑣𝑎 𝐶𝑙𝑎𝑠𝑠𝑒𝑠 𝑡ℎ𝑎𝑡 ℎ𝑎𝑛𝑑𝑙𝑒 𝑢𝑠𝑒𝑟 𝑖𝑛𝑝𝑢𝑡 𝑡ℎ𝑎𝑡 𝑟𝑒𝑎𝑐ℎ 𝐽𝑁𝐼 𝑛𝑎𝑡𝑖𝑣𝑒 𝑐𝑎𝑙𝑙𝑠 𝑤𝑖𝑡ℎ 𝑢𝑠𝑒𝑟 𝑐𝑜𝑛𝑡𝑟𝑜𝑙𝑙𝑒𝑑 𝑖𝑛𝑝𝑢𝑡 𝑎𝑛𝑑 𝑓𝑖𝑛𝑑 𝑒𝑥𝑝𝑙𝑜𝑖𝑡𝑎𝑏𝑙𝑒 𝑣𝑢𝑙𝑛𝑒𝑟𝑎𝑏𝑖𝑙𝑖𝑡𝑖𝑒𝑠""

- ""𝐶𝑟𝑒𝑎𝑡𝑒 𝑎 𝑓𝑢𝑛𝑐𝑡𝑖𝑜𝑛 𝑐𝑎𝑙𝑙 𝑔𝑟𝑎𝑝ℎ 𝑠ℎ𝑜𝑤𝑖𝑛𝑔 𝑡ℎ𝑒 𝑣𝑢𝑙𝑛𝑒𝑟𝑎𝑏𝑖𝑙𝑖𝑡𝑖𝑒𝑠""

Whether you're building a smarter reverse engineering assistant or just want more structured control over Jadx outputs, jadx-mcp-plugin is your gateway to the future of AI-augmented reverse engineering.",MINIMAL,0.79,1.0,7.0,-2.1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5251,17,11,5.0,error_handling; license,No,No,,http://localhost:8085
block,vscode-mcp,50,6973,"The VS Code MCP Server enables AI assistants to interact directly with VS Code through a bidirectional communication channel. It provides tools for file diffing with user approval, opening files and projects, executing shell commands in VS Code's terminal, and retrieving information about active editor tabs. The implementation consists of two main components: a server that handles MCP protocol communication and a VS Code extension that provides native integration features. This allows AI agents to perform code modifications, navigate projects, and execute commands without leaving the conversation interface, making it particularly valuable for collaborative coding sessions and AI-assisted development workflows.",MINIMAL,1.25,1.4,4.9,-1.47,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,2015,14,3,5.0,usage; api_reference; error_handling,No,No,,
cyanheads,git-mcp-server,50,0,"This Git MCP server provides AI assistants with capabilities to interact with Git repositories. Developed as an open-source project, it integrates with the simple-git library to enable core Git operations like cloning, committing, and managing branches. The server exposes a standardized interface for Git interactions, abstracting the complexities of version control operations. By leveraging TypeScript and following modern JavaScript practices, it offers a robust and type-safe implementation. This server is particularly useful for developers and DevOps teams looking to incorporate AI-driven Git operations into their workflows, such as automated code reviews, commit analysis, or intelligent branching strategies.",MINIMAL,0.77,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,18232,35,9,5.0,,No,No,,
daniel-lxs,mcp-perplexity,50,33107,"This MCP server, developed by Daniel Riccio, provides integration with the Perplexity API for advanced language understanding and generation. Built with Python and leveraging the MCP framework, it offers two main tools: ask_perplexity for expert programming assistance and chat_perplexity for ongoing conversations. The implementation focuses on maintaining chat history, supporting different Perplexity models, and providing streaming responses with progress reporting. It's particularly useful for developers and teams who want to incorporate Perplexity's language capabilities into their workflows, enabling use cases such as code debugging, technical explanations, and persistent AI-assisted conversations without directly managing API calls to Perplexity.",MINIMAL,1.33,1.6,7.7,-2.31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7299,23,5,5.0,,No,Yes,,
ramxx,mcp-tavily,50,31088,"This MCP server, developed by RamXX, provides AI-powered web search capabilities using Tavily's search API. It enables AI assistants like Claude to perform web searches, get direct answers to questions, and search recent news articles with relevant content extraction. The server exposes three main tools: comprehensive web search, answer generation with supporting evidence, and news article search. By integrating Tavily's AI-enhanced search functionality, this implementation facilitates more informed and up-to-date interactions. It is particularly useful for research tasks, fact-checking, generating reports, and staying current on specific topics through natural language queries to an AI assistant.",MINIMAL,1.33,1.6,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10489,26,22,3.5,,No,Yes,,
shenghaiwang,xcodebuild,50,6159,"This MCP server implementation provides tools for building and testing iOS Xcode projects. Developed by Tim Wang, it offers capabilities to build iOS Xcode workspaces/projects and run tests, sending errors back to the LLM. The server is designed for seamless integration with Visual Studio Code extensions like Cline or Roo Code, enabling efficient iOS development workflows and automated error handling in AI-assisted coding environments.",MINIMAL,1.23,1.4,5.6,-1.68,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1834,8,4,5.0,api_reference; error_handling; project_info,No,No,,
henryhawke,mcp-titan,49,0,"This MCP server, developed by Henry Hawke, provides enhanced Titan Memory capabilities for AI agents. Built with TypeScript and leveraging TensorFlow.js, it offers improved context retention and retrieval through neural network-based memory encoding. The implementation focuses on optimizing long-term information storage and recall for conversational AI, enabling more coherent and contextually-aware interactions. It's particularly useful for applications requiring persistent memory across multiple conversations or complex, multi-step tasks where traditional context windows fall short.",MINIMAL,0.78,1.0,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5160,24,2,5.0,,No,No,,
fdrechsler,mcp-server-idapro,49,0,"IDA Pro MCP server enables AI assistants to interact with IDA Pro for reverse engineering and binary analysis tasks. Created by Florian Drechsler, it provides a secure bridge between AI and IDA Pro through a remote control plugin that exposes key functionality like script execution, string/function analysis, and disassembly via HTTP endpoints. The implementation features robust error handling, automatic dialog suppression, and timeouts to ensure stable operation when automating IDA Pro tasks, making it valuable for security researchers and reverse engineers who want to leverage AI assistance while analyzing binaries.",MINIMAL,0.77,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7796,29,16,5.0,error_handling,No,No,,http://{host; http://{self.host; http://{DEFAULT_HOST
joenorton,comfyui-mcp-server,49,0,"This MCP server implementation provides a bridge between ComfyUI and MCP clients for image generation tasks. It uses WebSockets for communication, allowing clients to send image generation requests with customizable parameters like prompt, width, and height. The server processes these requests through ComfyUI and returns the generated image URL. It's designed for easy integration into applications requiring on-demand AI image generation capabilities.",MINIMAL,0.81,1.0,6.3,-1.89,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2781,9,3,3.5,error_handling,No,No,,http://localhost:8188
darkroaster,pubmearch,49,0,"PubMed Analysis MCP Server enables AI assistants to search, retrieve, and analyze scientific literature from PubMed. It leverages the Biopython library to access NCBI's Entrez API, providing structured article data including titles, authors, abstracts, and keywords. The server includes robust analysis capabilities for identifying research hotspots, tracking publication trends over time, and generating comprehensive statistical reports - making it valuable for researchers, academics, and healthcare professionals who need to quickly extract insights from medical literature.",MINIMAL,0.67,1.0,5.8,-1.74,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3292,15,2,3.5,error_handling; license,No,Yes,,
quazaai,unitymcpintegration,49,0,"Unity MCP Integration enables AI assistants to understand and interact with Unity projects in real-time through a WebSocket-based communication system. It provides tools for retrieving scene hierarchies, project settings, and executing C# code directly in the Unity Editor. The implementation includes both a Unity Editor plugin with a debug window and a Node.js server component that implements the Model Context Protocol, making it particularly valuable for AI-assisted game development workflows.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7883,20,4,3.5,,No,No,,
shannonlal,mcp-postman,49,1304,"This MCP Postman server, developed using TypeScript and leveraging the Newman library, provides a standardized interface for running Postman collections via the Model Context Protocol. It offers tools for executing API tests, validating responses, and generating reports based on Postman collection runs. The server integrates seamlessly with existing Postman workflows, abstracting the complexities of collection execution into a consistent MCP interface. By enabling AI systems to interact with and analyze API test results, this implementation facilitates use cases such as automated API testing, continuous integration pipelines, and API documentation generation. The server is designed for easy deployment and configuration, making it valuable for developers and QA teams building AI-powered tools that interact with API test data.",MINIMAL,0.5,1.2,6.7,-2.01,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3460,23,7,5.0,error_handling,Yes,No,,http://localhost:${PORT; https://api.coindesk.com/v1/bpi/currentprice.json
spences10,mcp-memory-libsql,49,7878,"This LibSQL-based persistent memory tool for MCP, developed by Scott Spence, provides a database interface for AI models to store and retrieve information. Built with TypeScript and leveraging the LibSQL client, it offers functionality for managing entities and relations in a knowledge graph structure. The implementation focuses on providing a robust, SQL-based storage solution that can be used locally or with remote databases. It's particularly useful for maintaining context across conversations, building knowledge bases, or creating persistent memory systems for AI assistants, enabling long-term information retention without requiring complex database management.",MINIMAL,1.21,1.4,6.3,-1.89,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3639,13,7,5.0,installation; error_handling,No,No,,
vectorize-io,vectorize-mcp-server,49,1737,"Vectorize MCP Server provides a bridge between Claude and Vectorize.io's vector database services, enabling advanced retrieval, text extraction, and deep research capabilities. Built with TypeScript, it exposes three primary tools: vector search for retrieving relevant documents from pipelines, text extraction for converting various document formats to Markdown, and deep research for generating comprehensive analyses from document collections. The implementation handles authentication through organization IDs and API tokens, making it particularly valuable for knowledge management, document analysis, and research workflows that require sophisticated vector search capabilities without leaving the conversation interface.",MINIMAL,1.0,1.2,6.5,-1.95,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6029,13,9,3.5,usage; error_handling,No,No,,
its-dart,dart-mcp-server,48,7561,"Dart MCP Server provides AI assistants with direct access to Dart's project management platform, enabling task and document management through a comprehensive set of tools. Built by the Dart team, it allows for creating, retrieving, updating, and deleting tasks and documents, with support for filtering by various attributes like assignees, status, and priority. The server exposes both structured tools and resource templates that make it easy for AI assistants to interact with Dart's API, and includes prompts for common actions like creating tasks or summarizing work items. It's particularly valuable for teams using Dart who want to manage their projects directly through AI assistants like Claude without switching contexts.",MINIMAL,1.2,1.4,6.7,-2.01,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6457,18,2,5.0,usage,No,No,,
ibraheem4,linear-mcp,48,0,"This Linear MCP server provides a bridge between AI assistants and Linear's project management platform. Built with TypeScript and leveraging the Linear SDK, it offers tools for issue, team, and project management. The implementation focuses on simplifying interactions with Linear's API, making it accessible for AI models to create, list, and update issues, as well as retrieve team and project information. It's particularly useful for tasks like automated issue tracking, project status reporting, or integrating task management into AI-driven workflows, enabling assistants to interact with Linear without requiring deep knowledge of the underlying API complexities.",MINIMAL,0.72,1.0,7.5,-2.25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5519,21,16,5.0,usage,No,Yes,,
kujenga,zotero-mcp,48,7042,"This MCP server, developed by an unknown author, provides integration with the Zotero reference management system. Built with Python and leveraging the pyzotero library, it offers tools for searching Zotero libraries, retrieving item metadata, and accessing full-text content. The implementation focuses on providing a bridge between AI agents and scholarly research data, with features like formatted metadata output and attachment handling. It's particularly useful for researchers, students, and knowledge workers looking to incorporate their Zotero libraries into AI-assisted workflows, enabling use cases such as literature review automation, citation management, and content summarization without directly interacting with the Zotero API.",MINIMAL,1.1,1.4,6.6,-1.98,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,6365,9,7,5.0,usage; error_handling; license,No,Yes,,
martinbowling,thoughtful-claude,48,0,"This FastMCP server implementation integrates DeepSeek's R1 reasoning engine with Claude, enabling advanced reasoning capabilities in MCP-compatible applications. Developed using Python and the FastMCP framework, it leverages DeepSeek's API to process queries and return formatted reasoning outputs. The server focuses on enhancing Claude's thought process by incorporating DeepSeek's large-scale reinforcement learning-based reasoning. It's particularly useful for developers and researchers looking to augment AI assistants with external reasoning capabilities, enabling more complex problem-solving, analysis, and decision-making tasks without requiring direct interaction with DeepSeek's API.",MINIMAL,0.72,1.0,7.3,-2.19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3797,16,2,5.0,,No,Yes,,
peng-shawn,mermaid-mcp-server,48,7885,"This MCP server implementation converts Mermaid diagrams to PNG images. Developed by Shawn Peng, it uses Puppeteer for high-quality headless browser rendering and supports multiple diagram themes and customizable background colors. The server exposes a single 'generate' tool, making it easy to integrate Mermaid diagram generation into AI-assisted workflows or applications that require visual representation of data structures and processes.",MINIMAL,1.17,1.4,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7526,24,10,5.0,,No,No,,
spences10,mcp-svelte-docs,48,4422,"This MCP Svelte documentation server, developed by Scott Spence, provides an interface for AI assistants to access and query Svelte documentation. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for retrieving and parsing Svelte documentation content. The implementation focuses on efficient documentation access and formatting, making it easier for AI models to assist with Svelte-related queries and tasks. It's particularly useful for developers and AI assistants working with Svelte, enabling quick access to framework documentation, code examples, and best practices without requiring deep knowledge of Svelte's documentation structure or manual searching through web pages.",MINIMAL,0.97,1.2,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11148,40,17,3.5,,No,No,,
matthewhand,mcp-openapi-proxy,47,80764,"This MCP server, developed by Matthew Hand, dynamically exposes REST APIs defined by OpenAPI specifications as MCP tools. Built with Python and leveraging libraries like FastAPI and Pydantic, it offers two operation modes: a low-level mode that registers all API endpoints as separate tools, and a FastMCP mode for simplified exposure of specific endpoints. The implementation focuses on flexibility, allowing users to filter endpoints and customize tool naming. By connecting AI models with any OpenAPI-described API, this server enables seamless integration of external services into MCP-based workflows. It's particularly useful for developers and organizations looking to quickly incorporate diverse APIs into their AI systems without extensive custom coding.",MINIMAL,1.57,1.8,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24983,58,39,3.5,,Yes,Yes,,http://localhost:3000/; https://api.example.com/v1; https://api.apis.guru/v2; https://raw.githubusercontent.com/APIs-guru/openapi-directory/refs/heads/main/APIs/apis.guru/2.2.0/openapi.yaml; https://www.wolframalpha.com/api/v1/llm-api
mrjoshuak,godoc-mcp,47,0,"This MCP server, developed by mrjoshuak, provides efficient access to Go documentation for AI assistants. Built in Go, it offers tools for retrieving package documentation, exploring project structures, and accessing symbol-specific information. The server leverages Go's built-in documentation system, allowing AI models to understand Go projects without processing entire source files. Key features include support for local and remote packages, caching for performance, and flexible querying options. By bridging AI assistants with Go's documentation ecosystem, this implementation significantly reduces token usage and enhances AI capabilities for tasks like code comprehension, API exploration, and Go development assistance. It is particularly useful for scenarios requiring in-depth understanding of Go codebases, efficient project navigation, and context-aware coding support.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6452,17,2,5.0,,No,No,,
nexgene-research,nexonco-mcp,47,0,"Nexonco-MCP is an advanced server for accessing and analyzing clinical evidence data in precision oncology research. Developed by Nexgene Research, this Python implementation connects to the CIViC (Clinical Interpretation of Variants in Cancer) GraphQL API, providing flexible search capabilities across diseases, therapies, molecular profiles, and phenotypes. The server exposes a single tool that returns detailed reports containing summary statistics, top evidence entries, and literature citations, making it particularly valuable for researchers exploring relationships between genetic variants and cancer treatments. The implementation supports both Claude Desktop and NANDA server configurations, with Docker containerization available for easy deployment.",MINIMAL,0.83,1.0,5.6,-1.68,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,4318,12,0,3.5,error_handling,No,No,,https://civicdb.org/api/graphql
pab1it0,prometheus-mcp-server,47,0,"Prometheus MCP Server provides a bridge between AI assistants and Prometheus monitoring systems, enabling real-time metrics analysis through standardized interfaces. Built by pab1it0, it offers tools for executing PromQL queries, discovering available metrics, and retrieving metadata about monitoring targets. The implementation supports various authentication methods (basic auth and bearer tokens), is containerized with Docker for easy deployment, and includes comprehensive documentation for integration with Claude Desktop. This server is particularly valuable for DevOps workflows, system monitoring, and performance analysis use cases where AI assistants need direct access to operational metrics without switching context.",MINIMAL,0.77,1.0,7.7,-2.31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6391,22,10,5.0,,No,No,,http://test:9090
ruan11223344,mcpdocserver,47,0,"McpDocServer is a documentation crawler service that fetches and serves technical documentation through the Model Context Protocol. Built with Node.js and Puppeteer, it crawls specified documentation sources and makes them available via an API, allowing AI assistants to access up-to-date technical information. The implementation includes a browser manager for handling concurrent crawling tasks, a task manager for scheduling and monitoring crawl operations, and a server component that exposes the crawled documentation through standardized MCP endpoints.",MINIMAL,0.81,1.0,6.4,-1.92,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6221,19,13,3.5,usage,No,No,,
translated,lara-mcp,47,2768,"Lara MCP Server provides a bridge to the Lara Translation API, enabling AI assistants to translate text between languages with support for language detection and context-aware translations. Developed by Translated, this TypeScript implementation uses the Model Context Protocol SDK to expose a single translation tool that leverages the official Lara client library. The server authenticates with Lara API credentials through environment variables and is packaged for both npm distribution and Docker deployment. Ideal for multilingual applications where AI assistants need to perform accurate translations without switching context.",MINIMAL,0.97,1.2,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,15274,24,10,5.0,error_handling,No,No,,
yuniko-software,minecraft-mcp-server,47,0,"Minecraft MCP Server enables AI assistants to control a Minecraft bot through a comprehensive set of tools built on the Mineflayer library. The implementation provides capabilities for movement, block interaction, inventory management, entity detection, and in-game chat communication. Running as a command-line application with configurable server connection parameters, it establishes a bot that can navigate the Minecraft world, manipulate blocks, use items, and interact with the environment based on AI instructions. Particularly valuable for demonstrating AI-controlled gameplay, automated building, resource gathering, or exploration tasks without requiring direct player input.",MINIMAL,0.78,1.0,7.3,-2.19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4334,13,1,5.0,,No,No,,
hannesrudolph,sqlite-explorer-fastmcp-mcp-server,46,0,"This MCP server, developed by Hannes Rudolph, provides safe read-only access to SQLite databases for AI assistants. Built with FastMCP, it exposes tools for executing validated SELECT queries, listing tables, and describing table schemas. The implementation stands out with its focus on security, featuring query sanitization, parameter binding, and row limit enforcement. By connecting AI capabilities with local SQLite data sources, this server enables AI systems to explore and analyze structured data while maintaining strict safety controls. It is particularly useful for scenarios requiring AI-assisted data exploration, report generation, or insights extraction from SQLite databases, without risking data integrity or exposing sensitive information.",MINIMAL,0.79,1.0,7.1,-2.13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3854,17,4,5.0,,No,No,,
mubarakhalketbi,game-asset-mcp,46,0,"Game Asset Generator MCP connects AI assistants to Hugging Face Spaces for creating 2D and 3D game assets from text prompts. It leverages three AI models: Flux-2D-Game-Assets-LoRA for pixel art sprites, Flux-Game-Assets-LoRA-v2 for 3D-ready images, and InstantMesh for converting images to 3D models. Built with Node.js, the server exposes these capabilities through a clean interface that saves generated assets locally, making it particularly valuable for game developers who want to rapidly prototype visual assets without leaving their AI assistant workflow.",MINIMAL,0.77,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12732,26,14,3.5,,No,No,,https://huggingface.co/spaces/${modelSpace; https://huggingface.co/settings/tokens`; https://huggingface.co/spaces/mubarak-alketbi/Hunyuan3D-2; https://huggingface.co/spaces/mubarak-alketbi/InstantMesh; https://huggingface.co/spaces/${alt
qpd-v,mcp-guide,46,929,"This MCP guide server, developed by qpd-v, serves as an interactive tutorial for understanding and implementing Model Context Protocol concepts. It provides tools for explaining MCP components, demonstrating examples, and listing available servers across various categories. The implementation features a structured approach to presenting information through tools, resources, and prompts, making it particularly useful for developers new to MCP who want to explore its capabilities. By offering hands-on guidance for creating tools and resources, this server bridges the gap between theoretical knowledge and practical implementation, enabling users to quickly grasp MCP fundamentals and start building their own integrations.",MINIMAL,0.81,1.0,6.4,-1.92,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2596,22,4,5.0,api_reference; error_handling,No,No,,
burtthecoder,mcp-virustotal,45,2865,"This VirusTotal MCP server, developed by BurtTheCoder, enables AI assistants like Claude to leverage VirusTotal's threat intelligence capabilities. Built in JavaScript/TypeScript, it provides functionality for scanning URLs, analyzing file hashes, and retrieving IP address reports. The implementation stands out by offering relationship analysis tools and pagination support for large result sets. By connecting AI capabilities with VirusTotal's extensive threat data, this server allows AI systems to perform security analysis and threat detection programmatically. It is particularly useful for building AI-powered tools for malware research, phishing detection, and network security monitoring that require access to up-to-date threat intelligence.",MINIMAL,0.9,1.2,6.8,-2.04,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9991,26,6,3.5,usage,No,Yes,,https://www.virustotal.com/api/v3
radareorg,radare2-mcp,45,0,"Radare2 MCP Server provides a direct bridge between AI assistants like Claude and the radare2 binary analysis framework. This implementation enables AI tools to perform sophisticated binary analysis tasks including opening files, running commands, analyzing code, and disassembling instructions through a simple stdin/stdout communication model. The server exposes radare2's capabilities as MCP resources and tools, making it particularly valuable for reverse engineering workflows, malware analysis, and debugging applications without leaving the AI assistant conversation interface.",MINIMAL,0.87,1.0,4.3,-1.29,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,2061,6,4,3.5,usage; api_reference; error_handling; license,No,No,,
zh19980811,easy-mcp-autocad,45,0,"Easy-MCP-AutoCad is a Python-based server for integrating AutoCAD with the Model Context Protocol, enabling programmatic interaction with AutoCAD through libraries like pyautocad and comtypes. The implementation supports database management via SQLAlchemy and provides a flexible framework for automating CAD-related tasks, with deployment capabilities through PyInstaller.",MINIMAL,0.88,1.0,4.1,-1.23,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,1718,13,7,3.5,usage; error_handling; license; project_info,No,No,,
gotoolkits,mcp-difyworkflow-server,45,0,"This Dify Workflow MCP server, developed by an unnamed creator, integrates with the Dify API to enable AI-driven workflow execution. Built with Go and leveraging the MCP-Go library, it provides tools for listing authorized workflows and executing specified workflows with custom inputs. The server implements environment-based configuration, allowing for flexible API key and workflow name management. By abstracting the complexities of Dify API interactions, it enables AI systems to easily trigger and manage complex workflows. This implementation is particularly valuable for applications requiring programmatic access to Dify workflows, facilitating use cases such as automated task execution, multi-step data processing, and AI-driven decision making across various domains.",MINIMAL,0.67,1.0,5.6,-1.68,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2000,7,2,3.5,error_handling; license; project_info,No,Yes,,
joshuarileydev,app-store-connect-mcp-server,45,0,"This App Store Connect MCP server, developed by JoshuaRileyDev, enables AI assistants like Claude to interact with the App Store Connect API. Built in JavaScript/TypeScript, it provides capabilities for managing beta testers, beta groups, and apps in App Store Connect. The implementation stands out by offering a standardized interface to App Store Connect functionality, allowing AI systems to programmatically control app distribution and testing workflows. By connecting AI capabilities with iOS app management, this server enables automated beta testing, app submission processes, and analytics retrieval. It is particularly useful for building AI-powered tools for iOS app deployment, user feedback analysis, and streamlined App Store management.",MINIMAL,0.9,1.0,6.8,-2.04,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3437,21,5,3.5,usage,Yes,Yes,Found pattern: tracking,https://developer.mozilla.org/docs/Web/CSS/border-inline-end-color; https://developer.mozilla.org/docs/Web/API/SpeechSynthesisEvent/charLength; https://developer.mozilla.org/docs/Web/API/CSSSkewY; https://developer.mozilla.org/docs/Web/API/SpeechSynthesisUtterance/lang; https://developer.mozilla.org/docs/Web/API/KeyboardEvent/location
lethain,library-mcp,45,0,"Library-MCP is a server implementation that enables AI assistants to interact with Markdown knowledge bases through a set of specialized tools. Created by Will Larson (lethain), it indexes folders of Markdown files with YAML frontmatter, allowing users to retrieve content by tags, text search, slugs/URLs, or date ranges. The server exposes navigation tools for exploring tags and content relationships, making it particularly valuable for users with large document collections that exceed context windows or span multiple knowledge bases. Designed as a hobby project for local use, it works well with Claude Desktop and similar MCP-compatible assistants.",MINIMAL,0.87,1.0,4.4,-1.32,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,3384,5,0,5.0,usage; error_handling,No,No,,
nighttrek,ollama-mcp,45,0,"This Ollama MCP server implementation provides a bridge between the Model Context Protocol and Ollama, a local large language model runner. Developed as an open-source project, it enables seamless interaction with Ollama-hosted models through a standardized MCP interface. The server supports key operations such as chat completions, with real-time streaming capabilities using Server-Sent Events (SSE). Built with TypeScript and leveraging the @modelcontextprotocol/sdk, it offers robust error handling and configuration options. This implementation is particularly useful for developers and researchers looking to integrate locally-hosted AI models into their MCP-compatible applications, enabling low-latency access to powerful language models while maintaining data privacy and control.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3221,16,6,5.0,,No,No,,http://127.0.0.1:11434; http://localhost:${address.port
