server_name,server_url,server_github_url,owner,repo,github_stars,download_count,experimental_ai_generated_description
CLI,https://www.pulsemcp.com/servers/g0t4-system-commands,https://github.com/g0t4/mcp-server-commands,g0t4,mcp-server-commands,133,9596.0,"This MCP server, developed by g0t4, enables AI assistants to execute system commands and run scripts on the host machine. It provides tools for running individual shell commands and executing multi-line scripts in various languages like bash, fish, and Python. Built in JavaScript, the implementation exposes local system functionality via a standardized MCP interface, allowing Claude to interact directly with the host operating system. By bridging AI models with the local command line, this server enhances Claude's ability to perform system administration tasks, automate workflows, and execute code snippets. It is particularly useful for developers and power users seeking AI-powered assistance with command-line operations, scripting, and system automation tasks. The implementation emphasizes security, recommending careful review of commands before execution."
Exa Web Search,https://www.pulsemcp.com/servers/mshojaei77-exa-web-search,https://github.com/mshojaei77/reactmcp,mshojaei77,reactmcp,133,,"ReActMCP Web Search integrates Exa API's web search capabilities into AI assistant frameworks through the Model Context Protocol. It provides both basic and advanced search tools with filtering options for domains, text requirements, and date ranges, returning markdown-formatted results with titles, URLs, publication dates, and content summaries. Built with Python using the FastMCP framework, this implementation is particularly valuable for workflows requiring real-time internet information within AI conversations, allowing users to access current data without leaving their conversation interface."
Apify RAG Web Browser,https://www.pulsemcp.com/servers/apify-rag-web-browser,https://github.com/apify/mcp-server-rag-web-browser,apify,mcp-server-rag-web-browser,132,,"This MCP server, developed by Apify, provides a web browsing interface for large language models and RAG pipelines. Built in JavaScript, it integrates with the RAG Web Browser Actor on the Apify platform to enable AI assistants to perform web searches, scrape content from top results, and fetch individual URLs. The implementation stands out by returning cleaned web content as Markdown and offering flexible search result limits. By connecting AI models with real-time web data, this server allows AI systems to access up-to-date information, analyze online content, and provide web-informed responses. It is particularly useful for scenarios like research tasks, content summarization, and building AI assistants that can leverage current web information to enhance their knowledge and capabilities."
ATLAS,https://www.pulsemcp.com/servers/cyanheads-atlas,https://github.com/cyanheads/atlas-mcp-server,cyanheads,atlas-mcp-server,132,,"ATLAS, developed by cyanheads, is a Model Context Protocol server that provides hierarchical task management capabilities to Large Language Models. It enables AI assistants to break down complex projects into manageable tasks, track progress, and maintain dependencies within an organized structure. The server implements rich content support, including markdown documentation, code snippets, and structured reasoning documentation. ATLAS stands out by offering a comprehensive task management system tailored for AI-driven project planning and execution. It is particularly useful for applications requiring sophisticated task organization, collaborative AI workflows, or any scenario where an AI system needs to manage and reason about complex, multi-step processes."
MongoDB,https://www.pulsemcp.com/servers/quantgeekdev-mongodb,https://github.com/quantgeekdev/mongo-mcp,quantgeekdev,mongo-mcp,132,11160.0,"This MongoDB MCP server, developed by QuantGeekDev, enables AI assistants to interact directly with MongoDB databases through natural language. Built with TypeScript, it provides tools for querying collections, inspecting schemas, managing indexes, and performing document operations. The server leverages MongoDB's flexible document model and powerful query capabilities, allowing AI models to explore and manipulate complex data structures. By bridging natural language processing with MongoDB's features, this implementation extends AI capabilities for tasks like data analysis, content management, and database administration. It is particularly useful for scenarios requiring dynamic data exploration, schema inference, and performing database operations in response to natural language queries."
Claude Code,https://www.pulsemcp.com/servers/sdglbl-claude-code,https://github.com/sdglbl/mcp-claude-code,sdglbl,mcp-claude-code,132,,"MCP Claude Code enables Claude to directly execute code-related tasks through the Model Context Protocol, providing functionality similar to Claude Code. Developed by SDGLBL, it implements tools for code understanding, modification, command execution, and file operations with proper security controls. The server integrates seamlessly with Claude Desktop, allowing users to analyze codebases, make targeted edits, run commands in various shells, and execute scripts in multiple programming languages. This implementation is particularly valuable for developers seeking AI assistance with code modifications and project management without leaving their conversation interface."
Airtable,https://www.pulsemcp.com/servers/domdomegg-airtable-mcp-server,https://github.com/domdomegg/airtable-mcp-server,domdomegg,airtable-mcp-server,130,15697.0,"This MCP server, developed by domdomegg, enables AI assistants like Claude to interact with Airtable databases. Built in TypeScript, it provides capabilities for querying and modifying Airtable bases, tables, fields, and records through a standardized interface. The implementation stands out by offering full read/write access to Airtable's rich data model and metadata. By connecting AI capabilities with structured data in Airtable, this server allows AI systems to analyze, manipulate, and act on user-defined datasets. It is particularly useful for automating data entry workflows, building AI-powered data analysis tools, or creating natural language interfaces to Airtable-based applications."
Image Gen (Jimeng AI),https://www.pulsemcp.com/servers/fengin-image-gen,https://github.com/fengin/image-gen-server,fengin,image-gen-server,130,,"This MCP server, developed by an unknown author, provides a lightweight implementation for handling MCP requests. Built with Python and leveraging the aiohttp and aiofiles libraries, it offers asynchronous capabilities for efficient request processing. The server focuses on basic functionality, utilizing the fastmcp and mcp libraries for core MCP operations. It's designed for developers who need a simple, customizable MCP server solution, enabling use cases such as prototyping MCP-based applications, testing MCP integrations, or serving as a foundation for more complex MCP implementations."
DroidMind,https://www.pulsemcp.com/servers/hyperb1iss-droidmind,https://github.com/hyperb1iss/droidmind,hyperb1iss,droidmind,128,,"DroidMind enables AI assistants to control and interact with Android devices through a secure, standardized interface. Built with Python and the Model Context Protocol, it provides tools for device management, app installation, UI automation, file operations, and system diagnostics. The implementation features a robust security layer that prevents dangerous operations, supports both stdio and SSE transport modes, and includes comprehensive test coverage. DroidMind is particularly valuable for developers, testers, and power users who need to debug, analyze, or control Android devices directly through conversational AI without switching to dedicated ADB tools."
Sequential Thinking Multi-Agent System,https://www.pulsemcp.com/servers/fradser-mas-sequential-thinking,https://github.com/fradser/mcp-server-mas-sequential-thinking,fradser,mcp-server-mas-sequential-thinking,127,7972.0,"Sequential Thinking Multi-Agent System (MAS) implements a coordinated team of specialized AI agents to break down complex problems through structured thinking steps. Built by Frad LEE using the Agno framework and DeepSeek models, this server orchestrates a Team Coordinator, Strategic Planner, Researcher (with Exa search capabilities), Core Analyzer, Quality Controller, and Integration Specialist working in parallel to process thoughts with greater depth than single-agent approaches. The implementation supports revision steps, branching analysis paths, and provides detailed guidance throughout the thinking process, making it particularly valuable for multi-disciplinary problem solving requiring diverse expertise and comprehensive analysis."
Elasticsearch,https://www.pulsemcp.com/servers/cr7258-elasticsearch,https://github.com/cr7258/elasticsearch-mcp-server,cr7258,elasticsearch-mcp-server,125,,"This Elasticsearch MCP server implementation provides a standardized interface for interacting with Elasticsearch clusters through natural language. Developed to bridge the gap between large language models and Elasticsearch, it offers tools for index operations, document searching, and cluster management. The server leverages Docker for easy deployment of a 3-node Elasticsearch cluster with Kibana, and integrates seamlessly with Claude Desktop via a simple configuration. It's particularly useful for developers and data analysts who want to explore and manipulate Elasticsearch data using conversational AI, enabling natural language queries for complex search operations and cluster insights without requiring in-depth Elasticsearch expertise."
Neovim Integration,https://www.pulsemcp.com/servers/bigcodegen-neovim-integration,https://github.com/bigcodegen/mcp-neovim-server,bigcodegen,mcp-neovim-server,123,2446.0,"This Neovim MCP server, developed by Derek White (bigcodegen), integrates Claude Desktop with Neovim using the Model Context Protocol and the official neovim/node-client library. It leverages Vim's native text editing commands to create a lightweight code assistance layer, allowing AI to interact directly with Neovim sessions. The server connects to a running Nvim instance, providing tools to view and edit buffers, execute Vim commands, and retrieve editor status. By abstracting Neovim's complexities, it enables AI assistants to seamlessly work within the familiar Vim environment. This implementation is particularly useful for developers seeking AI-enhanced coding assistance within their preferred text editor, facilitating tasks such as code review, refactoring, and context-aware suggestions without leaving the Neovim ecosystem."
GraphQL,https://www.pulsemcp.com/servers/blurrah-graphql,https://github.com/blurrah/mcp-graphql,blurrah,mcp-graphql,123,,"This MCP server, developed by an unnamed author, provides a GraphQL interface for AI assistants. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers a tool for querying GraphQL servers. The implementation currently uses a mock schema response for development purposes, but is designed to connect to actual GraphQL endpoints. It abstracts the complexities of GraphQL communication, allowing AI systems to easily interact with GraphQL APIs. This server is particularly useful for applications requiring flexible data querying and manipulation, enabling AI assistants to access and analyze structured data from various GraphQL sources. Its generic design allows it to work with any GraphQL schema, making it versatile for different data-driven use cases."
Obsidian Tools,https://www.pulsemcp.com/servers/jacksteamdev-obsidian-tools,https://github.com/jacksteamdev/obsidian-mcp-tools,jacksteamdev,obsidian-mcp-tools,123,,"This Obsidian MCP tools collection, developed by 2XR, provides a set of Model Context Protocol utilities tailored for integration with the Obsidian note-taking application. Built using TypeScript and leveraging modern JavaScript features, it offers a modular structure with workspaces for different tools. The implementation focuses on enhancing Obsidian's capabilities through AI-powered functionalities, potentially including features like intelligent note linking, content generation, or knowledge graph analysis. By bridging Obsidian's powerful note organization system with MCP's standardized AI communication, this toolkit enables users to augment their personal knowledge management workflows with advanced AI assistance. It is particularly suited for researchers, writers, and knowledge workers looking to leverage AI within their existing Obsidian setups for tasks such as information synthesis, idea generation, and content organization."
ClickUp,https://www.pulsemcp.com/servers/taazkareem-clickup,https://github.com/taazkareem/clickup-mcp-server,taazkareem,clickup-mcp-server,120,28391.0,"This ClickUp MCP server, developed by Talib Kareem, integrates ClickUp task management with AI systems through the Model Context Protocol. Built with TypeScript and leveraging the MCP SDK, it provides a standardized interface for AI models to interact with ClickUp tasks, enabling automated task creation, updates, and retrieval. The implementation focuses on simplifying project management workflows and enhancing productivity by allowing AI assistants to manage tasks programmatically. It's particularly useful for teams looking to automate routine task management, generate task summaries, or incorporate AI-driven insights into their project workflows, bridging the gap between task management and AI capabilities."
Gemini,https://www.pulsemcp.com/servers/aliargun-gemini,https://github.com/aliargun/mcp-server-gemini,aliargun,mcp-server-gemini,119,,"This Gemini MCP server, developed by Ali Argun, enables Claude Desktop to interact with Google's Gemini AI models. It provides a full implementation of the Model Context Protocol, supporting real-time response streaming and secure API key handling. The server integrates with the @google/generative-ai library to offer a streamlined interface for leveraging Gemini's capabilities within Claude Desktop. By abstracting the complexities of the Gemini API, this implementation allows for easy configuration of model parameters and seamless integration with existing Claude Desktop workflows. It is particularly useful for users who want to access Gemini's advanced language models through a familiar interface, enabling applications like chatbots, content generation, and AI-assisted analysis within the Claude Desktop environment."
Selenium,https://www.pulsemcp.com/servers/angiejones-selenium,https://github.com/angiejones/mcp-selenium,angiejones,mcp-selenium,119,7725.0,"Navigate to URLs
Find elements using various locator strategies
Click, type, and interact with elements
Perform mouse actions (hover, drag and drop)
Handle keyboard input
Take screenshots
Upload files"
Unsplash,https://www.pulsemcp.com/servers/hellokaton-unsplash,https://github.com/hellokaton/unsplash-mcp-server,hellokaton,unsplash-mcp-server,119,,"Unsplash MCP Server provides AI assistants with access to the Unsplash photo library through a simple search interface. Built with Python using the FastMCP framework, it enables searching for high-quality images by keyword with additional filtering options for color, orientation, and sorting preferences. The implementation authenticates with the Unsplash API using environment variables and returns structured photo data including image URLs, dimensions, and descriptions. This server is particularly useful for workflows requiring visual content integration, allowing AI assistants to find and reference relevant imagery directly within conversations."
Siri Shortcuts,https://www.pulsemcp.com/servers/dvcrn-siri-shortcuts,https://github.com/dvcrn/mcp-server-siri-shortcuts,dvcrn,mcp-server-siri-shortcuts,118,924.0,"This MCP server provides access to Siri shortcuts functionality on macOS, allowing AI assistants to list, open, and run shortcuts from the Shortcuts app. It dynamically generates tools for each available shortcut, exposing all shortcuts to the LLM for flexible automation. The server uses the macOS 'shortcuts' CLI command under the hood and supports both direct text input and file-based input for shortcut execution."
Figma REST API,https://www.pulsemcp.com/servers/timholden-figma-design-system,https://github.com/timholden/figma-mcp-server,timholden,figma-mcp-server,118,,"This Figma MCP server, developed by TimHolden, provides a robust interface to the Figma API for managing design system elements. Built with TypeScript, it offers comprehensive variable management, file operations, component handling, and collaboration features. The server implements variable validation, batch operations, and support for variable modes and scopes. By abstracting Figma API interactions into a standardized MCP interface, it enables AI systems to easily manipulate and analyze design assets. This implementation is particularly valuable for design teams and developers working with Figma, facilitating use cases such as design system management, automated style updates, and collaborative design workflows across various project scales."
Video Editor,https://www.pulsemcp.com/servers/burningion-video-editing,https://github.com/burningion/video-editing-mcp,burningion,video-editing-mcp,117,19527.0,"This MCP server, developed by Kirk Kaiser, enables AI-assisted video editing and searching using the Video Jungle API. It provides tools for adding videos, searching video content using embeddings, and generating edits from single or multiple video files. The implementation is built in Python 3.11+ and integrates with libraries like einops, timm, and transformers for advanced video processing capabilities. It's designed for content creators and video editors who want to leverage AI to streamline their workflow, allowing for natural language queries to find relevant video clips and automate editing tasks. The server also includes an optional feature to search local video files on macOS, making it versatile for both cloud-based and local video management."
Godot Script Integration,https://www.pulsemcp.com/servers/ee0pdt-godot-script-integration,https://github.com/ee0pdt/godot-mcp,ee0pdt,godot-mcp,117,,"This MCP server implementation provides integration between Godot and the Model Context Protocol, allowing access to the currently open script in the Godot editor. Developed as a TypeScript server with a Godot editor plugin, it enables AI assistants like Claude to interact with Godot scripts, supporting features such as reading current scripts, listing project scripts, and updating script information. The implementation is designed for game developers and AI researchers looking to enhance their Godot development workflow with AI assistance."
FreeCAD,https://www.pulsemcp.com/servers/neka-nat-freecad,https://github.com/neka-nat/freecad-mcp,neka-nat,freecad-mcp,117,12920.0,"FreeCAD MCP enables AI-driven CAD modeling by providing a remote procedure call (RPC) server that allows Claude Desktop to control FreeCAD programmatically. Developed by neka-nat, this implementation supports operations like creating documents, inserting parts from libraries, editing objects, and executing arbitrary Python code, making it powerful for generative design and automated 3D modeling workflows."
Airbnb,https://www.pulsemcp.com/servers/openbnb-airbnb,https://github.com/openbnb-org/mcp-server-airbnb,openbnb-org,mcp-server-airbnb,117,51279.0,"This MCP server provides AI assistants with access to Airbnb's search and listing details functionality without requiring API keys. Built with TypeScript using the Model Context Protocol SDK, it offers two main tools: airbnb_search for finding vacation rentals with various filters, and airbnb_listing_details for retrieving comprehensive information about specific properties. The implementation respects robots.txt rules by default (with an option to bypass), uses cheerio for HTML parsing, and processes the data to reduce context load by flattening arrays and cleaning objects. Developed by OpenBnB, it's ideal for travel planning use cases where users need to explore accommodation options and compare listing details."
Firebase,https://www.pulsemcp.com/servers/gannonh-firebase,https://github.com/gannonh/firebase-mcp,gannonh,firebase-mcp,116,7435.0,"Firebase MCP server provides a standardized interface for AI assistants to interact with Firebase services including Authentication, Firestore, and Storage. Built by Gannon Hall, this TypeScript implementation enables LLM clients to perform user management, document database operations, and file storage tasks through a consistent set of MCP tools. Particularly useful for developers building AI-powered applications that require seamless integration with Firebase's backend services."
Rhino 8,https://www.pulsemcp.com/servers/jingcheng-chen-rhino-8,https://github.com/jingcheng-chen/rhinomcp,jingcheng-chen,rhinomcp,116,,"RhinoMCP is a plugin for Rhino 8 that implements the Model Context Protocol, enabling AI assistants to interact with Rhino's 3D modeling environment. The plugin creates a server that exposes Rhino's functionality through MCP, allowing for programmatic control of modeling operations. Built on the C# SDK for MCP, it features start and stop commands to manage the server connection, making it useful for automating design workflows and enabling conversational interfaces to control Rhino."
Filesystem (Quarkus),https://www.pulsemcp.com/servers/quarkiverse-filesystem,https://github.com/quarkiverse/quarkus-mcp-servers/tree/HEAD/filesystem,quarkiverse,quarkus-mcp-servers,116,,"This Quarkus-based MCP server implementation provides a filesystem interface for AI models. Developed by the Quarkus team, it leverages Quarkus' fast startup and low memory footprint to offer efficient file system operations. The server includes dependencies for Jackson JSON processing, Qute templating, and Arc dependency injection. It supports both JVM and native compilation modes, with a Maven wrapper for easy building and running. This implementation is ideal for scenarios requiring AI models to interact with local file systems, such as automated file management, content organization, or data processing tasks, while benefiting from Quarkus' performance optimizations."
JDBC Database Explorer,https://www.pulsemcp.com/servers/quarkiverse-jdbc,https://github.com/quarkiverse/quarkus-mcp-servers/tree/HEAD/jdbc,quarkiverse,quarkus-mcp-servers,116,,"This Model Context Protocol server, developed by the Quarkus team, enables AI models to interact with databases through JDBC connections. Built using Quarkus and JBang, it provides tools for querying, modifying, and exploring database content with just a JDBC URL. The implementation focuses on simplicity and flexibility, supporting various database types including in-memory, downloadable, and live databases. It's particularly useful for AI-assisted database management tasks, allowing models to perform operations like data analysis, schema exploration, and content manipulation across different database systems without needing direct access to the underlying infrastructure. The server's design makes it adaptable for various use cases where AI needs to interact with structured data, such as automated reporting, data migration, or dynamic query generation."
Pinecone Vector DB,https://www.pulsemcp.com/servers/sirmews-pinecone,https://github.com/sirmews/mcp-pinecone,sirmews,mcp-pinecone,116,19491.0,"This MCP server, developed by sirmews, enables AI assistants like Claude to interact with Pinecone vector databases for retrieval-augmented generation (RAG) applications. Built with Python, it provides tools for semantic search, document retrieval, and document upsert operations on Pinecone indexes. The implementation stands out by leveraging Pinecone's inference API for embedding generation, simplifying the architecture. By connecting AI capabilities with Pinecone's efficient vector search, this server allows AI systems to augment their knowledge with relevant information from large document collections. It is particularly useful for building AI applications that require real-time access to up-to-date information, such as question-answering systems, chatbots with domain-specific knowledge, or AI-powered research assistants."
OpenDataMCP,https://www.pulsemcp.com/servers/opendatamcp-opendatamcp,https://github.com/opendatamcp/opendatamcp,opendatamcp,opendatamcp,115,12525.0,"OpenDataMCP, developed by the OpenDataMCP organization, connects open datasets to large language models through the Model Context Protocol. It provides a CLI tool for easy setup of MCP servers that expose public data sources, starting with integration for Claude AI. The implementation focuses on simplicity and standardization, using Python with minimal dependencies. OpenDataMCP aims to make millions of open government, NGO, and company datasets accessible to AI applications. It enables use cases like querying transportation data, analyzing public records, or incorporating open statistics into AI-assisted research and analysis tasks. The project is community-driven, allowing contributors to easily add new data sources using provided templates and guidelines."
IDA Pro,https://www.pulsemcp.com/servers/taida957789-ida-pro,https://github.com/taida957789/ida-mcp-server-plugin,taida957789,ida-mcp-server-plugin,114,,"IDA Pro MCP Server enables AI assistants to interact directly with IDA Pro for binary analysis tasks. This plugin provides a comprehensive set of tools for remote querying and control, allowing AI systems to examine byte data, retrieve disassembly code, access decompiled pseudocode, query function information, and perform various binary analysis operations. Running locally on port 3000, it creates a bridge between AI assistants like Claude and IDA Pro's powerful reverse engineering capabilities, making it particularly valuable for automated malware analysis, vulnerability research, and collaborative reverse engineering projects."
Azure DevOps,https://www.pulsemcp.com/servers/tiberriver256-azure-devops,https://github.com/tiberriver256/mcp-server-azure-devops,tiberriver256,mcp-server-azure-devops,114,,"This MCP server implementation provides a bridge between AI assistants and Azure DevOps, enabling interaction with projects, work items, repositories, pull requests, branches, and pipelines. Developed by Tiberriver256, it offers tools for managing Azure DevOps resources and automating development workflows. The server is designed for DevOps teams looking to enhance their Azure-based processes with AI-driven assistance, supporting use cases like automated code reviews, work item management, and CI/CD pipeline optimization."
Sequential Thinking Tools,https://www.pulsemcp.com/servers/spences10-sequentialthinking-tools,https://github.com/spences10/mcp-sequentialthinking-tools,spences10,mcp-sequentialthinking-tools,113,9799.0,"This MCP server for Sequential Thinking Tools, developed by Scott Spence, provides a structured approach to problem-solving and decision-making processes. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for step-by-step analysis, branching thoughts, and adaptive thinking strategies. The implementation focuses on guiding AI models through complex reasoning tasks, with features for tool recommendation and confidence assessment. It's particularly useful for AI assistants and applications needing to break down problems, plan solutions, and conduct reflective analysis, enabling use cases such as strategic planning, troubleshooting, and multi-step decision making without relying on predefined problem-solving frameworks."
XiYanSQL (MySQL),https://www.pulsemcp.com/servers/xgenerationlab-xiyan-mysql,https://github.com/xgenerationlab/xiyan_mcp_server,xgenerationlab,xiyan_mcp_server,113,,"XiYan MCP Server enables AI assistants to interact with MySQL databases through natural language queries using XiYanSQL. Developed by Zhiling Luo, this server provides capabilities to list tables, read data, and execute SQL queries in a controlled, secure environment. It integrates with LLM APIs for natural language processing and requires minimal configuration through environment variables, making it particularly valuable for database exploration and analysis workflows where direct SQL access might be risky or impractical."
Maigret OSINT,https://www.pulsemcp.com/servers/burthecoder-maigret,https://github.com/burtthecoder/mcp-maigret,burtthecoder,mcp-maigret,111,2958.0,"This MCP server, developed by BurtTheCoder, enables AI assistants like Claude to leverage the OSINT capabilities of Maigret. Built in JavaScript/TypeScript, it provides functionality for searching usernames across social networks and analyzing URLs. The implementation stands out by offering Docker-based execution, multiple output formats, and site filtering options. By connecting AI capabilities with Maigret's extensive data collection, this server allows AI systems to gather and process publicly available user information programmatically. It is particularly useful for building AI-powered tools for social media research, identity verification, and open-source intelligence gathering that require ethical and responsible use of public data sources."
Bilibili Search,https://www.pulsemcp.com/servers/huccihuang-bilibili-search,https://github.com/huccihuang/bilibili-mcp-server,huccihuang,bilibili-mcp-server,110,,"Bilibili MCP Server provides a simple interface to the Bilibili API, enabling search functionality across the popular Chinese video platform. Built with FastMCP, it exposes a single tool that allows querying the Bilibili search API with optional authentication via session data cookies. The implementation is lightweight, requiring only Python 3.12 and minimal dependencies (mcp[cli] and requests), making it ideal for workflows that need to retrieve video content, user information, or other searchable data from Bilibili without leaving the conversation interface."
Sentry,https://www.pulsemcp.com/servers/sentry-remote,https://github.com/getsentry/sentry-mcp,getsentry,sentry-mcp,110,,"A server implementation of the Model Context Protocol (MCP) for Sentry, allowing AI applications to retrieve error and performance data from Sentry to provide context about application issues."
Google Search,https://www.pulsemcp.com/servers/jae-jae-g-search,https://github.com/jae-jae/g-search-mcp,jae-jae,g-search-mcp,109,8803.0,"G-Search MCP is a powerful server for performing parallel Google searches with multiple keywords simultaneously, using Playwright to automate browser interactions. Developed by jae-jae, it features intelligent CAPTCHA detection with automatic switching to visible browser mode when verification is needed, browser state persistence to reduce detection likelihood, and user behavior simulation to mimic real browsing patterns. The implementation includes robust error handling, configurable search parameters (result limits, timeouts, locales), and returns structured JSON results, making it ideal for applications requiring efficient batch searching or when AI assistants need direct access to search engine results without triggering anti-bot measures."
Minesweeper,https://www.pulsemcp.com/servers/tonypan2-minesweeper,https://github.com/tonypan2/minesweeper-mcp-server,tonypan2,minesweeper-mcp-server,108,,"Minesweeper MCP Server provides a bridge between Claude and a Minesweeper game server, allowing AI assistants to play the classic puzzle game through a set of tools. Built by tonypan2, it communicates with a locally running game server via HTTP requests, translating game actions (start, click, flag, unflag) into API calls and returning the game state as images. The server is designed for integration with Claude Desktop through its configuration system, making it ideal for demonstrating AI problem-solving capabilities in a visual game environment without requiring the assistant to leave the conversation interface."
1Panel,https://www.pulsemcp.com/servers/1panel-dev-1panel,https://github.com/1panel-dev/mcp-1panel,1panel-dev,mcp-1panel,107,,"MCP-1Panel is a server implementation that provides AI assistants with direct access to 1Panel server management capabilities. It exposes tools for managing websites, databases, SSL certificates, and applications through a standardized interface. Built with Go, it supports both stdio and SSE transport modes, authenticates with 1Panel via access tokens, and handles API requests through a client that manages error states appropriately. This implementation is particularly valuable for server administrators who want to monitor system information, deploy applications like MySQL and OpenResty, or manage web infrastructure directly through conversational AI without switching contexts."
DuckDB,https://www.pulsemcp.com/servers/ktanaka101-duckdb,https://github.com/ktanaka101/mcp-server-duckdb,ktanaka101,mcp-server-duckdb,106,17751.0,"This DuckDB MCP server, developed by ktanaka101, provides a flexible interface for language models to interact with DuckDB databases. It enables AI agents to execute SQL queries, create tables, and inspect schemas through a controlled interface. The server can be run in read-only mode for enhanced security and integrates with Claude Desktop. By leveraging DuckDB's column-oriented architecture, it allows AI systems to efficiently analyze large datasets locally. This implementation is particularly useful for AI assistants designed to perform ad-hoc data analysis, generate insights from local files, or provide data-driven recommendations using DuckDB as a high-performance analytical database backend."
LLM Completions,https://www.pulsemcp.com/servers/pyroprompts-llm-completions-mcp,https://github.com/pyroprompts/any-chat-completions-mcp,pyroprompts,any-chat-completions-mcp,106,,"This MCP server, developed by pyroprompts, enables AI assistants to interact with any OpenAI SDK-compatible chat completion API, including OpenAI, Perplexity, Groq, xAI, and PyroPrompts. It provides a single 'chat' tool that relays questions to the configured AI provider and returns responses. Built in TypeScript, the implementation offers a flexible way to integrate various AI models into Claude Desktop through a standardized MCP interface. By abstracting away provider-specific details, this server allows easy switching between different AI services without changing the core integration. It is particularly useful for users who want to leverage multiple AI providers within Claude, experiment with different models, or avoid vendor lock-in while maintaining a consistent interaction pattern."
Rails Explorer,https://www.pulsemcp.com/servers/rails-explorer,https://github.com/maquina-app/rails-mcp-server,maquina-app,rails-mcp-server,106,,"Rails MCP Server provides a Ruby implementation that allows LLMs to interact with Rails projects through a standardized protocol. It enables AI models to browse project files, view routes, inspect models, and retrieve database schema information across multiple Rails applications. The server follows the XDG Base Directory Specification for configuration, includes tools for project navigation and codebase exploration, and integrates seamlessly with Claude Desktop through either an automated setup script or manual configuration. Particularly valuable for developers seeking AI assistance with Rails application analysis, understanding, and exploration without leaving their conversation interface."
AWS Resource Manager,https://www.pulsemcp.com/servers/rishikavikondala-aws-resource-manager,https://github.com/rishikavikondala/mcp-server-aws,rishikavikondala,mcp-server-aws,106,,"This MCP server, developed by Rishika Vikondala, enables AI assistants like Claude to interact with AWS resources, specifically S3 and DynamoDB services. It provides tools for common operations such as creating/deleting S3 buckets, uploading/downloading objects, and performing CRUD operations on DynamoDB tables and items. The server integrates with the AWS SDK and automatically logs all operations, making them accessible through an audit endpoint. By bridging AI capabilities with AWS infrastructure management, this implementation facilitates easier cloud resource manipulation and monitoring. It is particularly useful for DevOps teams automating AWS workflows, developers needing quick access to cloud resources, or system administrators performing routine maintenance tasks through AI-assisted interactions."
Hangul Word Processor,https://www.pulsemcp.com/servers/jkf87-hwp,https://github.com/jkf87/hwp-mcp,jkf87,hwp-mcp,105,,"HWP MCP Server provides a bridge between AI assistants and Hangul Word Processor (HWP) documents, enabling document manipulation through a standardized interface. The implementation supports both Python (Flask-based) and Node.js versions, utilizing the HWP COM interface via pywin32 or winax respectively to control document operations. This server allows AI assistants to create, edit, and format Korean documents in the proprietary HWP format, making it particularly valuable for workflows involving Korean language document processing that require direct interaction with the Hangul Office suite."
RAT (Retrieval Augmented Thinking),https://www.pulsemcp.com/servers/skirano-rat-retrieval-augmented-thinking,https://github.com/newideas99/deepseek-thinking-claude-3.5-sonnet-cline-mcp,newideas99,deepseek-thinking-claude-3.5-sonnet-cline-mcp,105,,"This RAT (Retrieval Augmented Thinking) MCP server, developed by Skirano, implements a two-stage reasoning process combining DeepSeek's analysis capabilities with various response models. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers flexible model selection, persistent conversation context, and customizable reasoning visibility. The implementation focuses on enhancing AI responses through structured reasoning, with features like context management and multi-model support. It's particularly useful for developers and researchers working on improving AI conversation quality, enabling use cases such as more thoughtful chatbots, enhanced question-answering systems, and AI-assisted analysis tasks without directly dealing with individual API complexities."
Weaviate,https://www.pulsemcp.com/servers/weaviate,https://github.com/weaviate/mcp-server-weaviate,weaviate,mcp-server-weaviate,104,,"Bring intuitive AI-native applications to life with less hallucination, data leakage, and vendor lock-in with the open source vector database developers love."
WireMCP (Wireshark),https://www.pulsemcp.com/servers/wiremcp-network-traffic-analysis,https://github.com/0xkoda/wiremcp,0xkoda,wiremcp,104,,"WireMCP is a network analysis server that empowers LLMs with real-time traffic monitoring capabilities by leveraging Wireshark's tshark utility. Developed by 0xKoda, it provides five specialized tools for capturing and analyzing network data: raw packet capture, protocol statistics, conversation tracking, and threat detection through URLhaus blacklist integration. The implementation automatically locates tshark across different operating systems, handles large packet captures by intelligently trimming output, and presents results in structured formats optimized for LLM comprehension. Ideal for security analysts using AI assistants for threat hunting, network diagnostics, and anomaly detection without requiring direct access to network monitoring tools."
Kali Security Tools,https://www.pulsemcp.com/servers/ccq1-kali-security-tools,https://github.com/ccq1/awsome_kali_mcpservers,ccq1,awsome_kali_mcpservers,103,,"Awesome Kali MCP Servers provides a secure interface for AI assistants to execute Kali Linux security tools through a sandboxed environment. The implementation wraps common security utilities including nmap for network scanning, objdump and nm for binary analysis, strings for file examination, and wireshark/tshark for packet analysis. Built with Python using Docker containers for isolation, it enforces configurable resource limits and network access controls to prevent abuse while maintaining tool functionality. This server enables AI systems to perform security analysis tasks like vulnerability scanning, binary reverse engineering, and network traffic inspection without direct system access, making it valuable for security professionals who want to leverage AI assistants for technical security operations."
